272.306	270.547	272.722	282.859	299.035	321.904	363.418	416.214	449.541	482.927	499.419	506.935	509.632	513.013	507.942	502.593	484.604	450.288	434.596	455.004	478.421	297.461	327.724	370.053	389.306	361.645	333.409	329.253	353.89	379.951	353.902	352.846	486.421	464.301	440.546	463.826	463.335	395.018	394.884	379.323	385.086	423.776	451.268	452.385	439.408	431.341	405.008	438.074	366.749	387.516	411.363	421.808	430.277	446.938	465.429	446.992	432.084	418.716	401.898	386.005	401.275	419.444	436.373	435.287	420.116	402.216	419.588	426.046	270.729	333.215	376.311	408.945	442.203	469.852	493.142	498.613	492.796	461.121	426.763	386.549	358.006	312.847	254.116	240.046	213.699	214.604	234.812	233.736	234.307	253.385	219.406	217.468	236.928	238.163	243.885	270.726	254.702	267.198	272.299	262.816	261.211	246.784	260.945	264.551	255.087	264.954	299.284	331.816	345.223	351.802	338.517	324.017	299.585	263.267	337.407	336.108	400.515	384.773	377.985	381.791	378.818	381.356	392.903	399.578	402.309	403.647	403.507	402.32	394.999	395.985	393.121	388.049	390.509	389.469	393.742	318.344
280.405	279.959	281.918	294.383	309.168	331.174	368.592	417.563	449.582	487.021	504.989	514.047	517.927	522.234	518.207	512.764	493.663	459.75	444.131	464.831	487.893	306.516	336.71	377.995	398.346	368.886	342.304	339.295	362.92	388.096	362.414	360.442	494.927	472.518	450.425	472.147	471.092	403.121	401.859	387.369	392.994	431.706	459.938	459.726	447.346	439.724	411.985	446.126	374.568	394.721	418.25	428.628	436.88	453.468	472.714	455.338	439.783	424.668	407.159	391.633	409.252	425.818	442.785	441.884	426.591	410.459	425.984	433.69	286.293	340.707	382.433	423.399	456.59	485.617	512.054	519.486	515.622	481.029	443.955	401.147	364.067	317.658	268.265	257.8	233.613	235.471	255.249	253.266	253.501	268.932	238.613	237.699	257.293	257.694	262.606	286.008	269.475	284.33	287.737	277.768	275.8	260.821	277.495	279.878	269.489	284.442	319.91	353.843	365.473	375.19	358.524	344.078	321.028	282.771	359.883	358.226	419.124	405.232	399.067	402.896	399.915	401.596	411.782	420.227	424.589	426.963	425.892	422.909	416.317	418.688	414.486	408.145	411.677	409.478	415.216	343.482
281.724	285.742	291.983	303.947	319.657	342.663	380.377	424.395	463.612	497.643	516.702	525.057	527.76	529.455	523.744	515.137	489.875	454.325	436.136	460.042	484.735	300.377	328.327	369.192	390.684	361.481	335.276	333.064	356.376	383.581	356.94	356.647	494.979	470.934	445.943	470.912	470.472	397.073	396.306	382.559	388.886	425.026	454.054	455.996	441.337	433.974	405.301	439.756	372.092	392.551	414.826	425.869	434.944	453.795	474.535	454.649	439.196	424.62	408.026	391.557	404.358	424.712	443.673	442.992	424.936	403.822	424.76	422.977	282.342	343.428	382.115	417.709	451.126	478.468	501.519	506.414	498.724	467.14	430.151	386.333	352.476	307.889	252.205	243.394	216.486	219.426	242.045	238.61	238.284	267.671	231.337	228.883	247.173	249.104	255.24	280.95	263.358	275.852	282.183	271.661	261.435	247.863	265.19	267.302	256.91	271.892	308.394	343.102	355.994	361.991	347.676	332.893	307.016	268.771	349.368	346.133	411.475	396.452	389.65	392.664	388.73	389.728	397.216	403.225	406.6	408.735	410.213	410.763	403.258	403.04	398.576	395.872	399.826	400.184	401.177	329.98
287.826	291.631	297.099	306.855	322.601	345.508	384.729	432.186	468.189	503.705	522.958	531.179	533.097	534.245	530.595	524.921	498.06	463.474	445.15	470.008	495.781	307.358	336.072	379.767	400.704	370.357	344.553	340.581	364.712	393.813	365.709	365.494	502.657	478.175	454.266	478.41	478.517	406.377	406.211	392.438	399.052	436.456	464.386	466.748	452.103	443.094	415.924	452.389	377.234	401.548	426.373	437.41	445.462	464.625	489.257	470.381	452.687	436.258	417.259	398.816	410.217	436.452	459.143	456.728	436.717	412.691	436.589	435.471	279.902	337.872	376.726	407.889	442.109	470.79	495.846	503.231	496.978	461.477	422.212	373.478	345.54	301.097	250.249	240.507	212.373	215.344	238.964	234.822	234.937	266.658	228.277	225.696	244.082	245.894	253.069	277.264	262.102	271.757	278.286	269.305	259.078	247.567	261.892	264.437	255.417	269.033	304.946	336.453	349.735	356.45	340.502	325.35	301.708	264.865	344.648	340.705	399.428	386.606	381.263	383.911	380.445	379.103	385.043	399.507	406.21	409.605	409.415	406.26	400.591	401.669	395.415	387.656	392.442	392.872	398.155	326.574
265.741	262.768	265.819	274.519	292.278	315.709	359.682	409.03	445.634	475.071	492.548	502.242	505.803	508.223	502.047	494.372	476.824	441.557	424.093	445.214	468.507	287.764	318.033	360.051	377.858	352	322.737	318.572	343.34	368.612	342.907	342.936	478.564	458.086	431.259	457.002	456.228	384.658	384.215	366.631	371.427	410.567	440.209	442.341	428.169	421.393	392.528	425.533	352.054	373.615	398.74	409.892	419.862	439.719	455.062	435.783	421.802	408.24	390.183	373.875	385.484	408.427	428.234	428.833	408.635	383.999	408.407	412.467	276.108	343.27	385.287	415.35	453.839	481.413	505.347	509.537	501.682	472.267	438.819	398.035	368.741	326.192	261.27	249.557	222.637	223.202	243.934	243.493	243.711	262.39	227.088	226.419	245.614	247.225	251.813	278.72	260.1	275.859	279.577	269.043	268.234	251.516	269.517	271.621	261.239	272.034	307.906	341.035	356.07	363.145	351.063	335.224	308.438	270.887	348.027	347.026	412.909	396.662	390.067	393.399	390.158	393.551	404.378	405.741	407.014	407.799	409.245	410.621	403.445	402.933	400.463	398.186	399.969	400.514	401.261	327.84
240.42	245.522	251.866	274.391	290.911	314.513	345.721	376.961	410.168	453.551	476.288	486.937	489.938	490.327	481.061	464.653	436.045	399.628	384.277	406.033	430.714	257.303	279.872	316.584	338.47	311.379	287.14	285.661	307.709	333.119	308.76	305.543	446.454	419.381	395.812	420.539	417.649	345.362	342.727	332.431	337.501	374.126	406.792	405.215	390.382	382.547	352.656	388.094	333.482	346.768	365.171	375.527	383.935	402.538	423.029	406.995	392.437	375.338	358.326	344.199	363.066	375.501	390.479	390.744	375.141	361.257	375.162	367.642	317.538	353.737	389.814	449.765	479.895	507.86	535.541	540.046	534.932	497.064	453.883	412.142	349.061	304.494	271.046	261.573	240.182	247.613	268.936	265.621	261.943	291.614	263.799	261.678	278.167	281.015	285.978	312.075	298.598	304.641	316.579	306.718	280.754	275.161	289.459	293.448	283.584	303.498	343.89	378.297	390.709	402.22	379.571	363.79	341.252	299.108	387.565	382.303	445.98	433.566	426.451	429.399	424.521	424.049	428.309	436.892	443.693	449.201	449.683	448.226	439.963	442.203	434.576	430.554	437.171	435.539	438.149	370.404
229.503	240.82	251.293	258.776	274.073	297.653	335.446	375.852	416.613	453.662	472.723	477.477	477.417	474.264	459.543	449.874	420.632	385.601	370.062	391.727	419.549	243.98	265.927	309.005	327.179	302.519	276.469	276.186	296.496	325.256	299.154	298.513	430.747	407.421	384.905	408.747	407.72	335.502	337.462	326.159	332.571	370.317	398.565	399.553	382.375	371.711	349.343	383.723	317.889	337.848	362.39	374.241	382.743	405.529	429.353	411.34	394.382	378.082	360.684	340.287	345.776	377.051	402.556	397.306	374.918	348.646	376.375	364.583	280.057	350.836	391.118	408.409	437.107	462.054	478.604	481.164	471.572	438.104	399.16	346.568	331.804	289.51	223.339	214.164	187.152	191.967	215.551	212.665	209.484	265.063	222.288	213.579	228.858	234.659	245.47	272.952	252.636	260.083	266.892	259.256	235.258	223.949	242.221	239.704	231.63	252.811	283.231	315.377	327.917	328.324	311.327	296.351	275.043	244.97	319.522	311.209	385.028	364.11	353.578	354.74	349.84	347.869	355.631	373.239	380.85	385.596	388.799	388.807	382.337	377.355	368.793	357.484	363.783	370.256	372.642	296.696
280.309	277.375	278.889	288.27	304.349	326.841	368.329	421.361	454.545	486.454	503.085	511.684	515.522	519.736	517.653	513.091	495.302	461.189	443.989	465.899	488.58	305.298	336.855	378.956	398.645	369.599	342.041	336.813	362.353	388.406	361.581	360.991	495.476	473.709	449.012	472.649	472.536	403.717	402.676	386.026	391.683	429.875	457.861	459.73	446.968	439.985	411.413	445.351	369.865	392.639	417.27	427.728	436.584	453.603	472.41	453.383	438.148	424.123	406.482	390.58	405.759	425.006	443.359	442.913	425.928	405.836	425.272	433.1	293.668	353.335	394.872	429.378	465.155	493.78	519.472	526.598	521.015	489.854	455.342	415.58	384.693	340.56	285.242	272.971	246.988	247.277	267.459	265.991	267.395	279.271	247.042	247.013	267.193	267.25	271.806	295.847	280.732	294.818	298.709	288.852	291.746	276.611	290.809	294.918	285.092	293.682	329.281	361.159	374.884	383.284	370.409	355.533	330.727	293.051	368.249	367.885	426.381	413.047	407.879	411.667	409.147	411.567	422.023	427.161	429.656	430.719	429.995	428.653	422.282	424.025	421.566	417.298	419.344	417.53	421.93	350.846
294.229	286.694	285.112	291.961	309.465	331.906	378.049	431.481	460.413	493.012	510.711	522.853	527.679	531.688	529.906	526.604	512.096	478.549	462.106	482.098	505.616	321.998	354.924	399.998	416.099	389.194	359.588	351.677	378.55	404.676	377.745	377.1	510.329	490.382	465.369	489.252	488.887	420.5	419.009	400.228	403.849	446.431	476.156	477.925	465.075	457.267	427.513	463.733	377.396	402.826	432.103	443.044	452.014	471.903	489.649	473.173	456.474	438.556	416.44	398.375	410.638	439.88	465.064	464.291	441.271	414.911	440.363	452.083	272.126	327.724	371.162	403.571	444.774	475.592	506.603	516.161	511.424	476.697	440.207	396.976	366.574	325.759	271.442	256.884	231.029	230.497	249.76	250.286	251.694	258.499	226.483	228.25	248.515	248.784	252.658	275.444	262.964	275.572	278.042	269.993	275.992	262.172	274.023	278.108	269.749	275.927	310.745	338.083	353.858	366.945	350.968	334.085	311.737	275.635	349.752	349.916	401.059	389.015	385.713	389.321	387.231	388.973	400.288	415.187	421.787	424.387	420.965	414.135	410.09	414.581	410.484	396.763	398.433	396.764	407.708	333.418
280.734	278.223	279.62	290.288	306.82	329.771	371.824	425.75	457.601	491.206	506.556	513.426	515.97	519.641	513.443	508.518	492.522	458.528	444.407	463.281	486.279	307.913	337.917	380	399.002	371.839	343.185	340.089	363.949	388.968	363.988	362.209	493.937	472.266	449.923	472.053	471.095	404.643	404.758	389.664	395.275	434.793	461.697	461.855	449.387	440.945	415.903	448.319	378.453	397.578	421.327	431.693	439.986	455.908	472.886	456.06	441.701	428.111	411.37	395.856	412.142	429.029	445.115	443.752	429.682	414.022	429.112	437.456	293.64	356.027	400.603	434.036	467.193	494.733	518.227	523.536	517.774	484.574	450.292	410.943	382.165	336.392	276.713	262.128	236.631	237.472	256.871	256.179	256.587	274.927	241.777	239.364	258.902	260.195	265.961	293.25	276.496	289.88	294.099	284.727	283.922	268.715	283.691	286.516	277.023	288.149	321.243	354.291	367.185	374.21	359.973	345.798	321.97	286.41	359.132	358.015	424.156	407.443	400.07	404.163	401.16	404.127	417.239	425.956	429.517	431.242	430.496	427.909	420.375	421.998	418.831	411.368	413.91	412.523	418.351	339.908
